0	HATE	HATE	0.9842790961265564
1	HATE	HATE	0.9715193510055542
2	NOT-HATE	HATE	0.07607376575469971
3	HATE	HATE	0.979693591594696
4	HATE	HATE	0.9215385913848877
5	NOT-HATE	HATE	0.027437448501586914
6	HATE	HATE	0.9724442958831787
7	HATE	HATE	0.983946681022644
8	HATE	HATE	0.9890530705451965
9	NOT-HATE	HATE	0.001782834529876709
10	NOT-HATE	HATE	0.05209773778915405
11	HATE	HATE	0.9903008937835693
12	HATE	HATE	0.9692136645317078
13	NOT-HATE	HATE	0.003415346145629883
14	NOT-HATE	HATE	0.01068878173828125
15	HATE	HATE	0.9946856498718262
16	NOT-HATE	HATE	0.0025103092193603516
17	NOT-HATE	HATE	0.08619815111160278
18	HATE	HATE	0.9956623911857605
19	HATE	HATE	0.7450673580169678
20	HATE	HATE	0.9808158278465271
21	HATE	HATE	0.9828292727470398
22	HATE	HATE	0.9922339916229248
23	NOT-HATE	HATE	0.0487709641456604
24	HATE	HATE	0.9074111580848694
25	NOT-HATE	HATE	0.32881438732147217
26	HATE	HATE	0.993899941444397
27	HATE	HATE	0.890178918838501
28	HATE	HATE	0.989767849445343
29	NOT-HATE	HATE	0.0013623833656311035
30	NOT-HATE	HATE	0.003340482711791992
31	HATE	HATE	0.9719841480255127
32	NOT-HATE	HATE	0.0022212862968444824
33	HATE	HATE	0.9100087285041809
34	NOT-HATE	HATE	0.0029048919677734375
35	NOT-HATE	HATE	0.039842307567596436
36	HATE	HATE	0.998382568359375
37	HATE	HATE	0.9892452955245972
38	HATE	HATE	0.903116762638092
39	HATE	HATE	0.9868006706237793
40	NOT-HATE	HATE	0.012258648872375488
41	HATE	HATE	0.9857864379882812
42	HATE	HATE	0.992198646068573
43	NOT-HATE	HATE	0.24529266357421875
44	NOT-HATE	HATE	0.010474801063537598
45	NOT-HATE	HATE	0.002559065818786621
46	HATE	HATE	0.8980298042297363
47	HATE	HATE	0.7758421897888184
48	NOT-HATE	HATE	0.03117614984512329
49	NOT-HATE	HATE	0.023075878620147705
50	HATE	HATE	0.8499809503555298
51	NOT-HATE	HATE	0.0007674694061279297
52	HATE	HATE	0.9670088291168213
53	HATE	HATE	0.9885107278823853
54	HATE	HATE	0.9771257638931274
55	NOT-HATE	HATE	0.02828925848007202
56	NOT-HATE	HATE	0.0013774633407592773
57	HATE	HATE	0.9922507405281067
58	NOT-HATE	HATE	0.0008099675178527832
59	HATE	HATE	0.9911920428276062
60	NOT-HATE	HATE	0.0029677152633666992
61	HATE	HATE	0.9105628132820129
62	NOT-HATE	HATE	0.15733742713928223
63	HATE	HATE	0.9884705543518066
64	NOT-HATE	HATE	0.2450251579284668
65	NOT-HATE	HATE	0.2123768925666809
66	HATE	HATE	0.8661597967147827
67	NOT-HATE	HATE	0.0014246702194213867
68	HATE	HATE	0.8861425518989563
69	HATE	HATE	0.9928355813026428
70	HATE	HATE	0.987286388874054
71	NOT-HATE	HATE	0.19873696565628052
72	NOT-HATE	HATE	0.0010209083557128906
73	HATE	HATE	0.9718822240829468
74	NOT-HATE	HATE	0.016855239868164062
75	NOT-HATE	HATE	0.004625856876373291
76	HATE	HATE	0.9884051084518433
77	HATE	HATE	0.9860700964927673
78	NOT-HATE	HATE	0.001095890998840332
79	NOT-HATE	HATE	0.05753600597381592
80	HATE	HATE	0.9870187044143677
81	NOT-HATE	HATE	0.33496159315109253
82	NOT-HATE	HATE	0.0024800896644592285
83	HATE	HATE	0.785938024520874
84	HATE	HATE	0.9720205068588257
85	HATE	HATE	0.9699912071228027
86	HATE	HATE	0.9776434302330017
87	HATE	HATE	0.5461666584014893
88	HATE	HATE	0.8923909664154053
89	HATE	HATE	0.9633963704109192
90	NOT-HATE	HATE	0.18938368558883667
91	HATE	HATE	0.9908714890480042
92	HATE	HATE	0.5149102807044983
93	HATE	HATE	0.9986625909805298
94	NOT-HATE	HATE	0.0017199516296386719
95	NOT-HATE	HATE	0.31140679121017456
96	NOT-HATE	HATE	0.005815327167510986
97	HATE	HATE	0.9613233804702759
98	NOT-HATE	HATE	0.03290867805480957
99	NOT-HATE	HATE	0.043421924114227295
100	HATE	HATE	0.9896906614303589
101	NOT-HATE	HATE	0.3802069425582886
102	HATE	HATE	0.9486936330795288
103	NOT-HATE	HATE	0.03910791873931885
104	HATE	HATE	0.9894533157348633
105	NOT-HATE	HATE	0.002763807773590088
106	NOT-HATE	HATE	0.0023579001426696777
107	HATE	HATE	0.9910446405410767
108	HATE	HATE	0.6399142742156982
109	HATE	HATE	0.941400408744812
110	HATE	HATE	0.9900082349777222
111	HATE	HATE	0.669340193271637
112	HATE	HATE	0.9909555315971375
113	HATE	HATE	0.985240638256073
114	NOT-HATE	HATE	0.002104640007019043
115	NOT-HATE	HATE	0.10695910453796387
116	HATE	HATE	0.9943938255310059
117	HATE	HATE	0.9381474852561951
118	NOT-HATE	HATE	0.00497061014175415
119	NOT-HATE	HATE	0.018406033515930176
120	NOT-HATE	HATE	0.005882620811462402
121	HATE	HATE	0.9828989505767822
122	HATE	HATE	0.9019898772239685
123	NOT-HATE	HATE	0.21465498208999634
124	NOT-HATE	HATE	0.20735955238342285
125	NOT-HATE	HATE	0.0016161203384399414
126	NOT-HATE	HATE	0.002537846565246582
127	NOT-HATE	HATE	0.028729796409606934
128	NOT-HATE	HATE	0.013752758502960205
129	NOT-HATE	HATE	0.0054512619972229
130	NOT-HATE	HATE	0.15240800380706787
131	NOT-HATE	HATE	0.00722503662109375
132	NOT-HATE	HATE	0.024407684803009033
133	NOT-HATE	HATE	0.015858709812164307
134	NOT-HATE	HATE	0.41382408142089844
135	NOT-HATE	HATE	0.08824324607849121
136	NOT-HATE	HATE	0.37262070178985596
137	NOT-HATE	HATE	0.03340500593185425
138	NOT-HATE	HATE	0.061699509620666504
139	NOT-HATE	HATE	0.0138014554977417
140	NOT-HATE	HATE	0.06623685359954834
141	HATE	HATE	0.9643658995628357
142	NOT-HATE	HATE	0.011888742446899414
143	HATE	HATE	0.5547530055046082
144	HATE	HATE	0.9807105660438538
145	HATE	HATE	0.9900805354118347
146	HATE	HATE	0.7501634955406189
147	HATE	HATE	0.9940826296806335
148	NOT-HATE	HATE	0.0024806857109069824
149	NOT-HATE	HATE	0.14265704154968262
150	NOT-HATE	HATE	0.0019189119338989258
151	HATE	HATE	0.9931055903434753
152	HATE	HATE	0.9473614692687988
153	HATE	HATE	0.9790678024291992
154	HATE	HATE	0.9926112294197083
155	HATE	HATE	0.9874743223190308
156	NOT-HATE	HATE	0.004388988018035889
157	NOT-HATE	HATE	0.0020235180854797363
158	NOT-HATE	HATE	0.0719677209854126
159	HATE	HATE	0.9980642199516296
160	HATE	HATE	0.9699432849884033
161	HATE	HATE	0.8513050079345703
162	NOT-HATE	HATE	0.05611342191696167
163	HATE	HATE	0.9872632622718811
164	NOT-HATE	HATE	0.013293921947479248
165	HATE	HATE	0.9932150840759277
166	HATE	HATE	0.9959194660186768
167	HATE	HATE	0.946519136428833
168	NOT-HATE	HATE	0.4098663330078125
169	NOT-HATE	HATE	0.01911914348602295
170	NOT-HATE	HATE	0.03674757480621338
171	HATE	HATE	0.9832609295845032
172	NOT-HATE	HATE	0.003889143466949463
173	HATE	HATE	0.994251012802124
174	NOT-HATE	HATE	0.08604472875595093
175	NOT-HATE	HATE	0.004394590854644775
176	HATE	HATE	0.9868078827857971
177	HATE	HATE	0.7770634889602661
178	HATE	HATE	0.9924197793006897
179	HATE	HATE	0.6564984321594238
180	NOT-HATE	HATE	0.04654747247695923
181	NOT-HATE	HATE	0.0032351016998291016
182	NOT-HATE	HATE	0.08489745855331421
183	NOT-HATE	HATE	0.0017024874687194824
184	HATE	HATE	0.9950241446495056
185	HATE	HATE	0.9816622138023376
186	NOT-HATE	HATE	0.22630953788757324
187	NOT-HATE	HATE	0.16381049156188965
188	HATE	HATE	0.9833410382270813
189	NOT-HATE	HATE	0.1383458375930786
190	NOT-HATE	HATE	0.03502017259597778
191	NOT-HATE	HATE	0.0022496581077575684
192	NOT-HATE	HATE	0.09599387645721436
193	NOT-HATE	HATE	0.008366703987121582
194	NOT-HATE	HATE	0.42773956060409546
195	NOT-HATE	HATE	0.013192713260650635
196	HATE	HATE	0.943692147731781
197	NOT-HATE	HATE	0.03179347515106201
198	NOT-HATE	HATE	0.4900220036506653
199	HATE	HATE	0.9221194982528687
200	HATE	HATE	0.9886704683303833
201	NOT-HATE	HATE	0.012416660785675049
202	NOT-HATE	HATE	0.010135114192962646
203	NOT-HATE	HATE	0.1493685245513916
204	HATE	HATE	0.99397212266922
205	NOT-HATE	HATE	0.015250444412231445
206	HATE	HATE	0.9883240461349487
207	NOT-HATE	HATE	0.053119540214538574
208	NOT-HATE	HATE	0.07384079694747925
209	NOT-HATE	HATE	0.21859323978424072
210	NOT-HATE	HATE	0.004500687122344971
211	NOT-HATE	HATE	0.010645627975463867
212	NOT-HATE	HATE	0.008573055267333984
213	NOT-HATE	HATE	0.0019469261169433594
214	NOT-HATE	HATE	0.0020732879638671875
215	HATE	HATE	0.9689231514930725
216	NOT-HATE	HATE	0.10392367839813232
217	HATE	HATE	0.9302687048912048
218	NOT-HATE	HATE	0.061546504497528076
219	HATE	HATE	0.9941601753234863
220	HATE	HATE	0.9893149137496948
221	HATE	HATE	0.8955156207084656
222	HATE	HATE	0.9922692775726318
223	HATE	HATE	0.7891726493835449
224	NOT-HATE	HATE	0.0015871524810791016
225	HATE	HATE	0.98682701587677
226	NOT-HATE	HATE	0.004273772239685059
227	NOT-HATE	HATE	0.011901319026947021
228	HATE	HATE	0.990358293056488
229	NOT-HATE	HATE	0.0026603341102600098
230	HATE	HATE	0.998124897480011
231	HATE	HATE	0.9739301204681396
232	NOT-HATE	HATE	0.00728374719619751
233	HATE	HATE	0.9837297797203064
234	HATE	HATE	0.9634360671043396
235	NOT-HATE	HATE	0.2404540777206421
236	HATE	HATE	0.9932627081871033
237	NOT-HATE	HATE	0.1524723768234253
238	NOT-HATE	HATE	0.0465846061706543
239	NOT-HATE	HATE	0.0024544596672058105
240	NOT-HATE	HATE	0.1321401596069336
241	NOT-HATE	HATE	0.00086212158203125
242	NOT-HATE	HATE	0.3704705834388733
243	HATE	HATE	0.9812445044517517
244	NOT-HATE	HATE	0.003564119338989258
245	HATE	HATE	0.9894121289253235
246	NOT-HATE	HATE	0.010934233665466309
247	HATE	HATE	0.9960082769393921
248	NOT-HATE	HATE	0.02736830711364746
249	HATE	HATE	0.9213815927505493
250	HATE	HATE	0.9921126365661621
251	NOT-HATE	HATE	0.05523735284805298
252	HATE	HATE	0.9701358079910278
253	NOT-HATE	HATE	0.0642518401145935
254	HATE	HATE	0.9932870268821716
255	NOT-HATE	HATE	0.021801114082336426
256	NOT-HATE	HATE	0.018483757972717285
257	NOT-HATE	HATE	0.006039261817932129
258	NOT-HATE	HATE	0.0642704963684082
259	HATE	HATE	0.9921239018440247
260	NOT-HATE	HATE	0.2636926770210266
261	NOT-HATE	HATE	0.01312398910522461
262	HATE	HATE	0.997951090335846
263	HATE	HATE	0.9403908252716064
264	HATE	HATE	0.9652755856513977
265	HATE	HATE	0.9894679188728333
266	NOT-HATE	HATE	0.006045639514923096
267	HATE	HATE	0.9216765761375427
268	NOT-HATE	HATE	0.04919028282165527
269	HATE	HATE	0.9704139828681946
270	HATE	HATE	0.9822689294815063
271	HATE	HATE	0.9082880616188049
272	HATE	HATE	0.9591996669769287
273	NOT-HATE	HATE	0.007207512855529785
274	HATE	HATE	0.9939086437225342
275	HATE	HATE	0.9891252517700195
276	HATE	HATE	0.8984073996543884
277	HATE	HATE	0.997919499874115
278	HATE	HATE	0.9566952586174011
279	HATE	HATE	0.9942750334739685
280	HATE	HATE	0.9990360736846924
281	NOT-HATE	HATE	0.00723642110824585
282	NOT-HATE	HATE	0.019111335277557373
283	NOT-HATE	HATE	0.10615354776382446
284	NOT-HATE	HATE	0.0016983747482299805
285	HATE	HATE	0.9933615922927856
286	NOT-HATE	HATE	0.06444263458251953
287	HATE	HATE	0.9940263032913208
288	HATE	HATE	0.9773765802383423
289	HATE	HATE	0.9608336091041565
290	HATE	HATE	0.9953036308288574
291	HATE	HATE	0.992669939994812
292	HATE	HATE	0.9707081913948059
293	HATE	HATE	0.985248863697052
294	HATE	HATE	0.9876821637153625
295	HATE	HATE	0.980717122554779
296	HATE	HATE	0.7045706510543823
297	HATE	HATE	0.8981043696403503
298	HATE	HATE	0.9829866886138916
